BUA22CD,BUA22NM,RGN22CD,RGN22NM,bua_01_pop,bua_11_pop,bua_21_pop,geographic_constraint,bua_perm_rate_01_11,bua_perm_rate_01_21
E63005045,Chippenham (Wiltshire),E12000009,South West,34500,37208,37346,1.060535358248844,0.004957281081784647,0.024678215075405456
E63005671,Tonbridge,E12000008,South East,33492,36122,37206,1.0973282442748091,0.02960671235243781,0.050299211369224626
E63000789,Pudsey,E12000003,Yorkshire and The Humber,33071,33546,36921,1.081772139450263,0.018250796496155915,0.029885222891127054
E63001203,Chadderton,E12000002,North West,32846,34490,36699,1.0575906162868955,0.014331269408753653,0.025599715690277657
E63000061,Whitley Bay,E12000001,North East,36470,36445,36605,1.0299987125016092,0.011110763733045285,0.02255683172140881
E63001320,Hyde (Tameside),E12000002,North West,31768,34141,36446,1.136609655769647,0.018422793734571494,0.028745910913426206
E63001889,Hucknall,E12000004,East Midlands,33244,35901,36438,1.0704146693349466,0.027104087931233433,0.040991126242067646
E63005342,Camberley,E12000008,South East,31142,34551,36356,1.2327692480107586,0.019909355778569116,0.038586049754712755
E63002051,West Bridgford,E12000004,East Midlands,34044,35456,35909,1.0475691633731727,0.022011323036008515,0.04876119478115775
E63003695,Great Malvern,E12000005,West Midlands,34275,35145,35858,1.1556627474625667,0.029605181537270073,0.06328001503746662
E63006406,Horndean,E12000008,South East,32876,33908,35640,1.06620141514006,0.02280240740448978,0.03878537162382665
E63002300,Swadlincote,E12000004,East Midlands,33155,35273,35636,1.0964912280701753,0.03327573514596745,0.06262186867436835
E63006801,Exmouth,E12000009,South West,32972,34432,35502,1.0720302210424217,0.032931128692788074,0.06682786636671585
E63002711,Wigston,E12000004,East Midlands,34610,33900,35326,1.0303967027305512,0.01057287542013945,0.02125998937449881
E63000530,Bridlington,E12000003,Yorkshire and The Humber,35112,36689,35259,1.0425263889492202,0.026898552875881134,0.04950033203952493
E63004031,Hitchin,E12000006,East of England,30851,33601,35217,1.0803580615289639,0.022131316390932375,0.04015383029912535
E63006568,Rustington,E12000008,South East,31462,34279,34863,1.0408406026962729,0.025947389980898586,0.04876042116172483
E63003192,Bromsgrove,E12000005,West Midlands,32876,35716,34820,1.032258064516129,0.01697726228811263,0.031063152785511996
E63006474,Waterlooville,E12000008,South East,32934,33398,34623,1.1254924029262803,0.016413575730739902,0.031168372897044945
E63000864,Accrington,E12000002,North West,34326,34330,34563,1.1116404637128792,0.012033637441649692,0.02233788986174494
E63003977,Letchworth,E12000006,East of England,32932,33249,34321,1.0402532790592491,0.02213131639093238,0.040153830299125344
E63005334,Epsom,E12000008,South East,28275,32978,34004,1.0838933448948624,0.011974653047808417,0.024092543572265264
E63000298,Billingham,E12000001,North East,35290,36052,33810,1.0484091530677364,0.019125177793994922,0.03182260988312103
E63004772,Didcot,E12000008,South East,28813,30896,33796,1.0366454154356501,0.017376869341438186,0.04993976934037447
E63006541,Chichester,E12000008,South East,28939,32323,33763,1.053565487412665,0.031749505696764956,0.05772884445234895
E63004701,Billericay,E12000006,East of England,32469,32904,33757,1.0888393961890621,0.011048690738452717,0.019075466600026104
E63000551,Morecambe,E12000002,North West,34714,33930,33618,1.031251401156795,0.011357071286304334,0.03166816777811816
E63002772,Bilston (Wolverhampton),E12000005,West Midlands,25718,28081,33603,1.084667900210553,0.010533453305260556,0.020390884021706333
E63001685,Winsford,E12000002,North West,29683,30481,33560,1.0706064985814463,0.002740242971860307,0.02379968404084575
E63000746,Nelson (Pendle),E12000002,North West,28662,29135,33479,1.084667900210553,0.021838024381498747,0.04098691287199713
E63001151,Radcliffe,E12000002,North West,30039,31088,33408,1.157675387821255,0.01496057760453579,0.02401886959603118
E63004669,Loughton,E12000006,East of England,30340,31106,33363,1.1611833010782417,0.017800782729453356,0.04125741699280394
E63004175,Dunstable,E12000006,East of England,30436,32622,33293,1.021085413794864,0.0045929103939726795,0.03171513436635997
E63004647,Abingdon-on-Thames,E12000008,South East,32232,33130,33168,1.051977239037919,0.023577831276475728,0.06081833992840324
E63005206,Whitstable,E12000008,South East,30979,32893,33057,1.122274476271911,0.02769095293275148,0.04909702534562809
E63005598,Redhill (Reigate and Banstead),E12000008,South East,28084,32959,33047,1.0949115426727367,0.027363847107891574,0.05163590534288928
E63005008,Caversham,E12000008,South East,30953,31734,33041,1.0830715910321673,0.019180454854157567,0.028049837337808536
E63000957,Pontefract,E12000003,Yorkshire and The Humber,28250,29305,32975,1.0547937600621773,0.02084834813476065,0.03601782051144154
E63003403,St Neots,E12000006,East of England,31568,35375,32750,1.084064255444959,0.023729166044016536,0.04365561987359067
E63000937,Brighouse,E12000003,Yorkshire and The Humber,31589,32694,32647,1.13716358910489,0.03520452510420044,0.05031003129075354
E63006230,Chandler's Ford,E12000008,South East,31260,33020,32617,1.1832919181161994,0.020435770454034812,0.03725627432623784
E63001715,Congleton,E12000002,North West,29992,30932,32607,1.1085791710291308,0.003789867267429659,0.031612835554528894
E63002522,Lichfield,E12000005,West Midlands,30025,32219,32567,1.027866605756053,0.01874071610766926,0.03728416151946832
E63006275,Burgess Hill,E12000008,South East,30297,31714,32485,1.0668373606443697,0.02380514129517851,0.05462937354787597
E63000873,Morley (Leeds),E12000003,Yorkshire and The Humber,27430,29622,32254,1.0725373976855772,0.018250796496155915,0.029885222891127054
E63002913,Brierley Hill,E12000005,West Midlands,30450,31708,32254,1.1111111111111112,0.012442969741770435,0.024206936696065672
E63002830,Sedgley,E12000005,West Midlands,31853,31815,32203,1.1358104819081616,0.012442969741770435,0.02420693669606567
E63000807,Fulwood,E12000002,North West,31987,31136,32152,1.0755441741357235,0.014502253415027498,0.04183862539630731
E63004759,Rayleigh,E12000006,East of England,29779,31720,32012,1.0634338278300632,0.015333367897138116,0.027957797594359186
E63005007,Windsor,E12000008,South East,27987,30761,31901,1.0556565597325671,0.022523709259880616,0.048460552408927694
E63002275,Spalding,E12000004,East Midlands,25919,31511,31862,1.0436597669159855,0.03714557439658533,0.08575342101084849
E63003267,Rushden,E12000004,East Midlands,27175,30697,31683,1.0497066995986415,0.01034960923190679,0.018794787335901657
E63005982,Barnstaple,E12000009,South West,29485,31218,31587,1.0758196721311475,0.03808553421496979,0.08218821396874534
E63001210,Prestwich,E12000002,North West,28769,29727,31335,1.0295312923327011,0.01496057760453579,0.024018869596031184
E63001118,Heywood,E12000002,North West,29240,29070,30900,1.1081301761343754,0.016758903119751978,0.028305429562327775
E63002915,Bedworth,E12000005,West Midlands,28553,30052,30758,1.0543518372080762,0.016686189270979052,0.03428326713501155
E63000316,Eston,E12000001,North East,33952,30677,30711,1.0760953112990008,0.011312997728775552,0.021087887761262684
E63005285,Ewell,E12000008,South East,26018,28938,30632,1.077731375454668,0.011974653047808419,0.024092543572265264
E63004326,Harpenden,E12000006,East of England,27686,29448,30586,1.0376276555076185,0.018979452092645063,0.04370979227428398
E63004883,Stanford-le-Hope,E12000006,East of England,30339,28971,30443,1.0429703796412182,0.010020205632862976,0.018939581262380316
E63000726,Beverley,E12000003,Yorkshire and The Humber,28897,30333,30380,1.0709655600022545,0.026898552875881134,0.04950033203952493
E63001468,Heswall,E12000002,North West,30858,30674,30301,1.1525384659713018,0.015295840143427171,0.025659695194812565
E63000053,Cramlington,E12000001,North East,30398,29413,30078,1.1229646266142617,0.0040560552754451635,0.031097530176469507
E63003502,Stratford-upon-Avon,E12000005,West Midlands,25440,29333,29946,1.0677721248665286,0.022498499710308272,0.06334309146627061
E63001149,Cleethorpes,E12000003,Yorkshire and The Humber,31853,31365,29668,1.0469709227620996,0.012801533056892767,0.02653285519102979
E63004405,Witney,E12000008,South East,25982,27522,29630,1.054914141710133,0.03234240708654986,0.068196383687033
E63001152,Ormskirk,E12000002,North West,25576,26028,29617,1.0408234069619522,0.015593570650870104,0.0348041115355515
E63002574,Great Yarmouth,E12000006,East of England,25028,28759,29595,1.1241899219679936,0.02116506992621958,0.03947803105384869
E63000400,Kendal,E12000002,North West,28572,29732,29584,1.0942515319521449,0.016066868857052923,0.03400221064710889
E63001825,Newark-on-Trent,E12000004,East Midlands,25376,27700,29556,1.070528967254408,0.02815493119106275,0.0508608085469214
E63004358,Hertford,E12000006,East of England,26044,28066,29418,1.1808699074985238,0.02081292857224881,0.04149967319808954
E63000161,Consett,E12000001,North East,25919,30180,29273,1.2049900765523107,0.003921104539380397,0.01872248042968322
E63003709,Haverhill,E12000006,East of England,24673,29275,29018,1.0717347813661044,0,0.00523543957096432
E63000751,Shipley (Bradford),E12000003,Yorkshire and The Humber,26176,28139,29005,1.1281729865246004,0.023462824051020636,0.03803321043830378
E63004678,Bushey,E12000006,East of England,24605,25763,28864,1.112811239393518,0.013020818556390035,0.040365580024293204
E63002526,Burntwood,E12000005,West Midlands,29493,30026,28856,1.0309278350515465,0.01874071610766926,0.03728416151946831
E63006861,Newton Abbot,E12000009,South West,26829,27350,28803,1.1092947220924803,0.025467782906387015,0.04881947436893933
E63005546,Deal,E12000008,South East,28768,30085,28708,1.0474667842769723,0.018721010182350974,0.04564925194390184
E63006388,Totton,E12000008,South East,27986,28970,28650,1.1616532159452189,0.019992857568001905,0.028254270579132195
E63005631,Frome,E12000009,South West,26163,27979,28565,1.0405225735591652,0.03685675446531799,0.06556258580262246
E63005100,Egham,E12000008,South East,26059,26111,28521,1.1282702207178619,0.026937321389668475,0.052118975305319545
E63001172,Farnworth,E12000002,North West,25443,26584,28488,1.0873736727644876,0.018335468178900194,0.03365938704264299
E63000094,Jarrow,E12000001,North East,30252,29269,28447,1.0590549195622574,0.006235217689488852,0.011581543783285747
E63005459,Sevenoaks,E12000008,South East,25224,27673,28436,1.2096200370001422,0.023819190489725407,0.04863274779805673
E63006542,Lancing and Sompting,E12000008,South East,27257,27371,28287,1.0543255091282393,0.011169436664598253,0.01957167055193117
E63000040,Ashington (Northumberland),E12000001,North East,27459,27789,28280,1.0739781413860636,0.004056055275445164,0.03109753017646951
E63005039,Northfleet,E12000008,South East,25803,27407,28270,1.076767164935394,0.017483140102242178,0.026470087558307015
E63005388,Larkfield,E12000008,South East,24227,26667,28268,1.1408199643493762,0.029606712352437805,0.05029921136922462
E63005876,East Grinstead,E12000008,South East,25448,27993,28250,1.160092807424594,0.023805141295178512,0.05462937354787597
E63003342,Daventry,E12000004,East Midlands,24623,28132,28122,1.0888798148904315,0.006873760630504478,0.015375873700478089
E63000945,Darwen,E12000002,North West,27495,28046,28121,1.1751608114794656,0.012177498037662214,0.02360674017180542
E63002901,Market Harborough,E12000004,East Midlands,22616,25941,28097,1.0375462032293625,0.033871110309044695,0.07279285306373774
E63001213,Atherton,E12000002,North West,24481,26885,28079,1.1193507765496011,0.017883105553034944,0.030643997490970916
E63004884,Yate,E12000009,South West,26771,26403,27951,1.0568341944574917,0.015727418782119744,0.034059596235842975
E63003350,Droitwich Spa,E12000005,West Midlands,25945,26705,27756,1.080737444373808,0.02164322540554331,0.056491039002471766
E63002304,Melton Mowbray,E12000004,East Midlands,25554,27158,27728,1.050627093046162,0.03718714745330715,0.07763339322274684
E63002509,Wisbech,E12000006,East of England,23258,25693,27709,1.0372726644077173,0.06395443913329965,0.1023911266324367
E63003770,Evesham,E12000005,West Midlands,23433,24640,27691,1.0771992818671454,0.02164322540554331,0.056491039002471766
E63005746,Horley (Reigate and Banstead),E12000008,South East,24095,25150,27428,1.0688042752171008,0.027363847107891574,0.051635905342889275
E63001278,Stalybridge,E12000002,North West,24739,26421,27417,1.2112953289423878,0.018422793734571494,0.028745910913426206
E63004734,Wickford,E12000006,East of England,24378,26215,27386,1.0795492881721882,0.011048690738452717,0.019075466600026108
E63005002,Portishead,E12000009,South West,24899,25776,27255,1.1560693641618498,0.021939448932771072,0.03692816979657574
E63001241,Swinton (Salford),E12000002,North West,26061,26513,27084,1.0917731680688458,0.02173871653571414,0.037224290839126456
E63004312,Witham,E12000006,East of England,24495,25353,27047,1.0914227015921931,0.023187129031804286,0.0475633416037011
E63005383,Tadworth and Epsom Downs,E12000008,South East,24639,24999,27006,1.0820444274711987,0.027363847107891578,0.051635905342889275
E63001489,Wilmslow,E12000002,North West,23970,25244,26916,1.0778184953653804,0.0037898672674296593,0.031612835554528894
E63000283,Newton Aycliffe,E12000001,North East,26725,26945,26830,1.130077915898412,0.003921104539380397,0.01872248042968322
E63005047,Woodley,E12000008,South East,24543,24344,26722,1.0454461595227846,0.0169369173607814,0.031405296158857815
E63002336,Rugeley,E12000005,West Midlands,24789,26224,26656,1.1476115334959116,0.018242482968028367,0.029547544602536977
E63005149,Broadstairs,E12000008,South East,25702,26333,26641,1.0278079141209389,0.032267300198457756,0.0567854889179391
E63006744,Newport (Isle of Wight),E12000008,South East,23558,25496,26383,1.116772527395826,0.04306723490965938,0.06660600702627482
E63005192,Walton-on-Thames,E12000008,South East,23710,25078,26296,1.146049709906167,0.03868510823137084,0.06598697476468729
E63001207,Little Hulton,E12000002,North West,22981,23196,26274,1.090909090909091,0.021738716535714138,0.037224290839126456
E63000651,Fleetwood,E12000002,North West,26841,25939,26222,1.0448714227665874,0.021644037948077035,0.04664924539377758
E63006386,Hedge End,E12000008,South East,23434,25646,26033,1.0807889759524452,0.01991012093916554,0.03489143135219997
E63006721,Ryde,E12000008,South East,23981,25490,25609,1.1042097998619738,0.04306723490965937,0.06660600702627482
E63004484,Stroud,E12000009,South West,24772,26254,25559,1.0878010878010878,0.024170017205032417,0.05220795014272858
E63000072,Longbenton,E12000001,North East,22502,25003,25534,1.0447956118584303,0.011110763733045287,0.022556831721408814
E63001326,Stretford,E12000002,North West,23025,24563,25513,1.0408148093078582,0.012266701836858624,0.024552341075240767
E63001199,Orrell,E12000002,North West,23575,24847,25499,1.1143613316617913,0.017143729366233464,0.0316305308676959
E63005179,Thatcham,E12000008,South East,22824,25267,25467,1.1439902379499696,0.0328607051275492,0.05779788706099409
E63006581,Lee-on-the-Solent,E12000008,South East,24580,24937,25433,1.1448196908986836,0.021314521828539972,0.030764370447980107
E63003136,Huntingdon,E12000006,East of England,21757,24974,25429,1.0651139671944898,0.023729166044016536,0.04365561987359068
E63004541,Chesham,E12000008,South East,22613,23787,25394,1.0812369350537014,0,0.0035092326031758
E63001294,Golborne,E12000002,North West,22950,23950,25389,1.0538888498559686,0.017822603387356303,0.030240698040907055
E63001269,Ashton-in-Makerfield,E12000002,North West,26633,26491,25382,1.0818378515973017,0.01722362424185251,0.029754441634237353
E63001318,Newton-le-Willows,E12000002,North West,22546,23244,25352,1.093693036820999,0.014413197193254467,0.027472912856287644
E63002958,Thetford,E12000006,East of England,21588,24340,25253,1.298219584569733,0.036132063885749105,0.07529899209153736
E63000936,Rawtenstall,E12000002,North West,23805,24298,25205,1.2854571942754305,0.02048680923658076,0.036541156400414304
E63005564,Ash and Ash Vale,E12000008,South East,24501,24104,25200,1.3557024233180817,0.02186003707196555,0.04145416380495035
E63004905,Bradley Stoke,E12000009,South West,22314,25117,25198,1.1004328369158536,0.015727418782119744,0.034059596235842975
E63001198,Hindley,E12000002,North West,23072,24893,25191,1.1772092293203578,0.017822603387356303,0.030240698040907055
E63000158,Chester-le-Street,E12000001,North East,25320,25641,24938,1.1903876199687524,0.003921104539380397,0.01872248042968322
E63000267,Bishop Auckland,E12000001,North East,24989,26184,24938,1.1011789091851276,0.003921104539380396,0.01872248042968322
E63005580,Reigate,E12000008,South East,22236,23508,24922,1.1062762740615089,0.027363847107891574,0.05163590534288928
E63002815,Coseley,E12000005,West Midlands,23798,24114,24844,1.0593220338983051,0.012442969741770437,0.02420693669606567
E63000934,Normanton (Wakefield),E12000003,Yorkshire and The Humber,22543,24910,24795,1.0895619960775769,0.02084834813476065,0.036017820511441534
E63004708,Rickmansworth,E12000006,East of England,22412,23229,24695,1.17096018735363,0.016408761617240353,0.03031209941765476
E63005161,Ascot,E12000008,South East,21938,23844,24575,1.2628540501533467,0.02051799311326437,0.0449115862671084
E63005160,Herne Bay,E12000008,South East,22638,24084,24574,1.0599208592425098,0.02769095293275149,0.04909702534562809
E63000326,Whitehaven,E12000002,North West,25086,25342,24515,1.1889035667107002,0.03013787414565166,0.049242870610417155
E63001357,Wickersley and Bramley,E12000003,Yorkshire and The Humber,23470,24456,24357,1.1270780501549733,0.018051172196554693,0.02920238471476495
E63003946,Felixstowe,E12000006,East of England,24052,23689,24332,1.0505673063454266,0,0.006119842710266285
E63005076,Ashford (Spelthorne),E12000008,South East,21560,22491,24315,1.0297247202581177,0.013161134342657267,0.02453401182351189
E63004573,Potters Bar,E12000006,East of England,22493,23454,24244,1.0751917425274173,0.013171942114550977,0.03969178396516195
E63001911,Heanor,E12000004,East Midlands,22016,23655,24199,1.1442520405828056,0.025553676136628897,0.04981676256938765
E63004343,Quedgeley and Hardwicke,E12000009,South West,21466,22982,24174,1.05318588730911,0.020972405006658125,0.03835679415741329
E63006956,St Austell,E12000009,South West,20011,22588,24094,1.0935791282612093,0.0103199866135901,0.058727609206861306
E63000346,Ingleby Barwick,E12000001,North East,21576,22624,24074,1.146788990825688,0.019125177793994922,0.03182260988312103
E63002684,Oadby,E12000004,East Midlands,22679,23849,24031,1.0293713972001097,0.010090509902320995,0.020629088628013263
E63001487,Retford,E12000004,East Midlands,21314,22350,23972,1.1046468812136387,0.03175104212119243,0.05956569773379258
E63001285,Droylsden,E12000002,North West,23172,23034,23921,1.1055424528301887,0.01842279373457149,0.028745910913426202
E63001429,Cheadle Hulme,E12000002,North West,23326,22960,23920,1.0294023032876536,0.010885357646717693,0.021763715063437498
E63006905,Newquay,E12000009,South West,21789,22713,23888,1.0893246187363834,0.0103199866135901,0.05872760920686129
E63006626,Seaford,E12000008,South East,22826,23571,23866,1.048144783732793,0.018594660273170093,0.03487854887878755
E63002637,Gorleston-on-Sea,E12000006,East of England,22686,24147,23847,1.0347682119205297,0.02116506992621958,0.03947803105384869
E63006538,Shoreham-by-Sea,E12000008,South East,20677,22015,23736,1.0706638115631693,0.011169436664598253,0.019571670551931174
E63003439,Stowmarket,E12000006,East of England,20767,21644,23709,1.0782118271543502,0.03996046988003124,0.08472763542138195
E63007057,Falmouth,E12000009,South West,20775,21797,23698,1.076591817902184,0.0103199866135901,0.0587276092068613
E63001155,Formby,E12000002,North West,24996,23845,23615,1.1744386873920554,0.012683201628846383,0.022157990597374933
E63003805,Sudbury,E12000006,East of England,19933,21971,23573,1.0844418739155581,0.02405055456760043,0.05934980295448951
E63000323,Thornaby-on-Tees,E12000001,North East,22620,24741,23353,1.1268028846153846,0.019125177793994922,0.03182260988312103
E63006998,Truro,E12000009,South West,21016,23396,23307,1.0866190624029806,0.010319986613590102,0.05872760920686129
E63000090,Hebburn,E12000001,North East,20902,20567,23265,1.0340497821109387,0.006235217689488853,0.011581543783285747
E63001173,Whitefield,E12000002,North West,22565,22566,23165,1.1010790574763267,0.01496057760453579,0.02401886959603118
E63006040,Crowborough,E12000008,South East,21303,22371,23165,1.1869978086194302,0.023537979975885494,0.050318507635764655
E63002748,March,E12000006,East of England,19042,22298,22964,1.0320805022791777,0.06524600313818955,0.10393689477001872
E63002092,Clifton (Nottingham),E12000004,East Midlands,22312,22407,22940,1.1333585190782018,0.012078891959796471,0.028248850573422808
E63004443,Maldon,E12000006,East of England,20551,21264,22724,1.10062893081761,0.023819425896315763,0.048508892848802956
E63001179,Westhoughton,E12000002,North West,21801,22329,22630,1.0655301012253595,0.018335468178900194,0.03365938704264299
E63001845,Nantwich,E12000002,North West,21320,22312,22571,1.0466409367436382,0.003789867267429659,0.0316128355545289
E63006464,Hailsham,E12000008,South East,20048,20749,22549,1.0823347506764591,0.023537979975885494,0.05031850763576465
E63001305,Old Trafford,E12000002,North West,18630,21698,22548,1.042836515321675,0.012266701836858622,0.024552341075240763
E63000727,Bingley,E12000003,Yorkshire and The Humber,20028,22407,22545,1.1784969631039797,0.023462824051020636,0.03803321043830378
E63001306,Chapeltown and High Green,E12000003,Yorkshire and The Humber,23082,23056,22545,1.1231748408835642,0.01621210166495316,0.031153662447073006
E63003740,Biggleswade,E12000006,East of England,20397,21935,22529,1.0490034467256106,0.0045929103939726795,0.03171513436635997
E63004897,South Ockendon,E12000006,East of England,19215,21114,22442,1.1419536191145467,0.010020205632862975,0.018939581262380316
E63005450,Caterham,E12000008,South East,19136,21090,22412,1.1753183153770812,0.030738845428160293,0.0534075004506264
E63005478,Great Bookham and Fetcham,E12000008,South East,21308,22082,22401,1.154823312033259,0.022965792415887344,0.04419508373103816
E63004012,Harwich,E12000006,East of England,20797,21198,22368,1.1313201636063006,0.019979933448343066,0.05284432542460968
E63002598,Brownhills,E12000005,West Midlands,21013,21558,22366,1.109701965757768,0.017054030954329093,0.027149143513753544
E63001339,Reddish,E12000002,North West,22137,21701,22310,1.028030978000137,0.010885357646717693,0.021763715063437498
E63006416,Tiverton,E12000009,South West,19945,22757,22295,1.1113960844661024,0.035279056593307274,0.06278039181829712
E63003664,Kempston,E12000006,East of England,22124,22220,22265,1.1125945705384956,0.00424387209642316,0.021033278395851136
E63000168,Seaham,E12000001,North East,22854,22690,22262,1.1026168773890033,0.003921104539380397,0.01872248042968322
E63001142,Royton,E12000002,North West,22409,22619,22222,1.09217999126256,0.014331269408753653,0.025599715690277657
E63001095,Horwich,E12000002,North West,20260,20507,22123,1.15769453402795,0.018335468178900194,0.033659387042643
E63000268,Workington,E12000002,North West,21381,22243,22114,1.1185682326621924,0.02688848392216801,0.06025512903415437
E63004963,Chafford Hundred and West Thurrock,E12000006,East of England,17467,20806,22061,1.124859392575928,0.010020205632862976,0.018939581262380316
E63003152,Kenilworth,E12000005,West Midlands,21706,21908,22036,1.0461814377522045,0.016084848126770305,0.039428891370135284
E63001384,Gainsborough,E12000004,East Midlands,18026,19833,21919,1.1282437006393382,0.04805841724952226,0.08668388070006805
E63001795,Kirkby-in-Ashfield,E12000004,East Midlands,19585,20672,21826,1.0813508567626018,0.027104087931233433,0.040991126242067646
E63007022,Camborne,E12000009,South West,19110,19928,21675,1.0772290354656944,0.0103199866135901,0.05872760920686129
E63004435,Berkhamsted,E12000006,East of England,19159,20828,21625,1.0846827303013868,0.01857651532175019,0.03679225292780759
E63000859,Rothwell (Leeds),E12000003,Yorkshire and The Humber,21001,21261,21439,1.1015815563773703,0.01825079649615591,0.02988522289112705
E63002757,Darlaston,E12000005,West Midlands,16925,18732,21414,1.0377358490566038,0.016994002467384507,0.02706256420598985
E63005103,Clevedon,E12000009,South West,21957,21281,21388,1.09838380668445,0.021939448932771076,0.03692816979657574
E63006736,Dorchester (Dorset),E12000009,South West,19036,20429,21359,1.0472770795930582,0,0.006760241548135705
E63001517,Dronfield,E12000004,East Midlands,21330,21261,21178,1.0791644184074618,0.023150603139312418,0.0500506640686194
E63002408,Coalville,E12000004,East Midlands,17475,19295,21148,1.0839129256616384,0.01919123471167869,0.06611312941657929
E63000979,Ossett,E12000003,Yorkshire and The Humber,20241,20455,21124,1.0609275538041831,0.02084834813476065,0.03601782051144154
E63001717,Skegness,E12000004,East Midlands,19991,20740,21121,1.1378555798687089,0.03294181418206846,0.06730776065691238
E63005130,Sunbury-on-Thames,E12000008,South East,18338,19406,21113,1.098800476146873,0.013161134342657267,0.02453401182351189
E63001254,Failsworth,E12000002,North West,20555,20227,21056,1.1042751222590315,0.014331269408753651,0.025599715690277653
E63001297,Dukinfield,E12000002,North West,20345,20648,20890,1.0768402430582262,0.01842279373457149,0.02874591091342621
E63002445,Dereham,E12000006,East of England,17371,20277,20867,1.1306403535820742,0.036132063885749105,0.07529899209153736
E63001708,Mansfield Woodhouse,E12000004,East Midlands,19157,20229,20795,1.055451814565235,0.02449198600893213,0.042039508223581545
E63005105,Staines-upon-Thames,E12000008,South East,19982,21042,20781,1.1290602744484974,0.014204909168717021,0.02662403066267502
E63004689,Hazlemere,E12000008,South East,20881,21074,20773,1.1524530786960818,0,0.0035092326031758
E63002557,Stamford,E12000004,East Midlands,19525,19701,20756,1.023219205037387,0.03409533606951405,0.0549951950393487
E63006226,Romsey,E12000008,South East,20721,20994,20749,1.1232349165596918,0.021621588894046646,0.04259114923246494
E63005680,Farnham,E12000008,South East,17462,18941,20654,1.1746634137525978,0.021450441781121512,0.053582363747703615
E63003157,Stourport-on-Severn,E12000005,West Midlands,19713,20292,20652,1.1642486118574245,0.020319425749230072,0.0335173180160018
E63005096,Calne,E12000009,South West,17848,19856,20614,1.0341261633919339,0.004957281081784648,0.024678215075405456
E63006115,Bideford,E12000009,South West,16722,18771,20557,1.1160714285714286,0.056376531686833986,0.11020616163645706
E63002782,Wednesbury,E12000005,West Midlands,17921,19191,20453,1.0471204188481675,0.01638119509900651,0.026178709882031352
E63005320,Faversham,E12000008,South East,17710,19316,20441,1.0797192729890228,0.021502509090484522,0.03899620522908539
E63000199,Peterlee,E12000001,North East,21862,20164,20330,1.2087330966231018,0.003921104539380396,0.01872248042968322
E63000232,Spennymoor,E12000001,North East,19868,20599,20322,1.093171880255634,0.003921104539380396,0.018722480429683216
E63005312,Devizes,E12000009,South West,19362,20459,20307,1.0766045548654244,0.004957281081784648,0.024678215075405456
E63001599,Buxton (High Peak),E12000004,East Midlands,20577,21347,20276,1.2035922599759283,0.02146321562939123,0.03835954852454558
E63001334,Irlam,E12000002,North West,19125,20067,20255,1.1097831654430594,0.021738716535714138,0.037224290839126456
E63005306,Sandhurst (Bracknell Forest),E12000008,South East,20671,20495,20216,1.2885490937204707,0.014464844640014816,0.03420098844936146
E63000930,Goole,E12000003,Yorkshire and The Humber,17269,19231,20204,1.0420613868889732,0.026898552875881134,0.04950033203952493
E63004576,Cirencester,E12000009,South West,17961,18998,20203,1.1006688680044028,0.031062124431427404,0.06711679653492654
E63006508,Hythe and Dibden Purlieu,E12000008,South East,19930,20526,20173,1.141352063213345,0.019992857568001905,0.028254270579132195
E63004592,Waltham Abbey,E12000006,East of England,18247,18913,20081,1.1419870574800153,0.01780078272945335,0.04125741699280394
E63005610,Dorking,E12000008,South East,18442,19570,20072,1.2428793371310203,0.023054790937511678,0.04447793540672836
