BUA22CD,BUA22NM,RGN22CD,RGN22NM,bua_01_pop,bua_11_pop,bua_21_pop,geographic_constraint,bua_perm_rate_01_11,bua_perm_rate_01_21
E63006272,Eastleigh,E12000008,South East,44435,49172,50785,1.119012381330542,0.01991012093916554,0.034891431352199964
E63000190,Durham,E12000001,North East,46241,49922,50729,1.165752774059842,0.003921104539380397,0.01872248042968322
E63002801,Hinckley,E12000004,East Midlands,44560,46660,50715,1.0296540362438222,0.027296756145544318,0.051242304541599976
E63006026,Horsham,E12000008,South East,47792,51162,50687,1.0823242914158155,0.0227441084756584,0.04724875991635288
E63000713,Keighley,E12000003,Yorkshire and The Humber,45084,49404,50540,1.0989413531631196,0.023462824051020636,0.03803321043830378
E63001273,Crosby (Sefton),E12000002,North West,51940,50307,50506,1.0626024652377193,0.012683201628846381,0.02215799059737493
E63006342,Yeovil,E12000009,South West,46163,50202,50246,1.0323912762937153,0.03460179397178951,0.06646796224079349
E63006696,"Christchurch (Bournemouth, Christchurch and Poole)",E12000009,South West,46191,49177,50137,1.1135457451776285,0,0.005896933162986586
E63006064,Winchester,E12000008,South East,42864,46580,49974,1.1063212909624995,0.027251493724753075,0.04693764740054485
E63002699,Willenhall,E12000005,West Midlands,45240,47909,49925,1.0666287420891702,0.017054030954329096,0.02714914351375354
E63003278,Royal Leamington Spa,E12000005,West Midlands,46048,48725,49474,1.0363387156085984,0.016084848126770305,0.039428891370135284
E63005912,Bridgwater,E12000009,South West,44167,46845,49431,1.041268959772309,0.02547132969354981,0.05089083572546473
E63001395,Altrincham,E12000002,North West,40376,46138,49332,1.0347999386785223,0.012266701836858624,0.024552341075240763
E63001268,Ashton-under-Lyne,E12000002,North West,44566,46673,48914,1.0833022039596563,0.01842279373457149,0.02874591091342621
E63002284,King's Lynn,E12000006,East of England,41864,47064,48815,1.1196911196911197,0.04185101677301948,0.07593733426389578
E63005681,Andover,E12000008,South East,45450,49254,48085,1.1001100110011002,0.021621588894046646,0.04259114923246493
E63005203,West Molesey,E12000008,South East,42321,45607,47902,1.1054086063955784,0.03868510823137084,0.06598697476468728
E63006507,Havant,E12000008,South East,44445,46775,47635,1.1170768620950597,0.015925868141060704,0.030458753682049967
E63006038,Salisbury,E12000009,South West,43750,44553,47453,1.084233745840655,0.004957281081784648,0.024678215075405456
E63001284,Kirkby,E12000002,North West,43184,44647,47175,1.063049853372434,0.014426517861271795,0.02553243227620273
E63001168,Middleton (Rochdale),E12000002,North West,42907,43316,46303,1.0851262862488307,0.016758903119751974,0.02830542956232777
E63002812,Tipton,E12000005,West Midlands,38482,42953,46218,1.0676741130091985,0.016381195099006506,0.026178709882031352
E63001260,Leigh (Wigan),E12000002,North West,41618,43834,46087,1.1422976501305482,0.017822603387356303,0.030240698040907055
E63000076,Wallsend,E12000001,North East,42842,44137,45974,1.037455729259829,0.011110763733045287,0.02255683172140881
E63000910,Castleford,E12000003,Yorkshire and The Humber,42306,44230,45602,1.1041009463722398,0.020848348134760653,0.03601782051144154
E63001952,Boston,E12000004,East Midlands,39538,45329,45240,1.0545956031475623,0.03563630663427186,0.06534439308596277
E63002880,Oldbury (Sandwell),E12000005,West Midlands,39316,41711,45010,1.037344398340249,0.01638119509900651,0.02617870988203135
E63004955,Grays,E12000006,East of England,38085,40594,44766,1.0649173624126769,0.010020205632862976,0.018939581262380316
E63002069,Grantham,E12000004,East Midlands,39610,43061,44616,1.0538230357909526,0.03409533606951405,0.0549951950393487
E63006492,Bexhill-on-Sea,E12000008,South East,40495,43107,44558,1.0878433505575198,0.03277613897082924,0.05626960715456291
E63003960,Bletchley,E12000008,South East,38267,40778,44500,1.0647812939222283,0.008613289582030463,0.0197189523222611
E63004136,Braintree,E12000006,East of England,38693,43680,44152,1.0625637538252295,0.023187129031804286,0.047563341603701105
E63005385,Trowbridge,E12000009,South West,37225,43599,43993,1.0470765622382308,0.004957281081784648,0.024678215075405456
E63006170,Haywards Heath,E12000008,South East,37166,40167,43787,1.1284643856639884,0.023527414533825088,0.053576623802461705
E63001321,Urmston,E12000002,North West,42489,43287,43579,1.072468208978091,0.012266701836858625,0.024552341075240767
E63004105,Leighton Buzzard,E12000006,East of England,41039,43302,43547,1.0744720266765468,0.0045929103939726795,0.03171513436635997
E63004542,Cheshunt,E12000006,East of England,39555,41508,43424,1.0603156478120794,0.014022758803458749,0.028726559236703312
E63001365,Prescot,E12000002,North West,42798,41564,43245,1.0513273007171553,0.01449435541720825,0.02644490714635041
E63000916,Batley,E12000003,Yorkshire and The Humber,41042,42432,43112,1.0927192520943785,0.027044525770803823,0.04738643298157771
E63000855,Lytham St Anne's,E12000002,North West,40025,42294,42648,1.1171893058016795,0.019285138697297078,0.043664722673696005
E63001506,Worksop,E12000004,East Midlands,38869,41282,42319,1.0955782461983434,0.03175104212119243,0.05956569773379259
E63005168,Newbury,E12000008,South East,37226,40593,42304,1.1082693947144076,0.0328607051275492,0.05779788706099409
E63005214,Ramsgate,E12000008,South East,37967,40408,41902,1.0271580590821316,0.03226730019845775,0.05678548891793909
E63003313,Bury St Edmunds,E12000006,East of England,40158,42586,41690,1.0880998150230314,0,0.00523543957096432
E63004421,Hatfield,E12000006,East of England,34521,37842,41586,1.0747735298633503,0.015216698526489568,0.030575079534603804
E63000893,Bamber Bridge,E12000002,North West,38940,41060,41577,1.1204033452042734,0.018942664404398277,0.040744190939936385
E63004191,Bishop's Stortford,E12000006,East of England,37680,40367,41239,1.0580288109383902,0.020812928572248805,0.041499673198089546
E63006527,Fareham,E12000008,South East,40056,41291,41086,1.08881630113548,0.025051631365939044,0.03660964835103772
E63000947,Leyland,E12000002,North West,38349,39424,40565,1.0689222475252127,0.018233404310146178,0.03929491767909696
E63001927,Arnold,E12000004,East Midlands,39187,39429,40526,1.0316762829085628,0.020865397859480488,0.0358298713554269
E63001008,Chorley,E12000002,North West,36012,39080,40353,1.0887058600776294,0.02299263986676514,0.04901974625769806
E63005571,Aldershot,E12000008,South East,37264,39998,40165,1.0763255182741354,0.020220096705143607,0.03934921909879963
E63001281,Eccles (Salford),E12000002,North West,34599,35605,39904,1.0855307793206388,0.02173871653571414,0.037224290839126456
E63000050,Blyth (Northumberland),E12000001,North East,39672,41478,39720,1.0518343991921912,0.004056055275445164,0.031097530176469514
E63004665,Borehamwood,E12000006,East of England,33246,36930,39675,1.0379806558150508,0.013020818556390035,0.040365580024293204
E63001997,Ilkeston,E12000004,East Midlands,37550,38640,39384,1.1014615547553483,0.016748562657244843,0.03016376170537425
E63004427,Hoddesdon,E12000006,East of England,35471,38881,39344,1.1436527273631345,0.014022758803458749,0.02872655923670331
E63005781,Dover,E12000008,South East,35017,37928,38950,1.2026143790849673,0.018721010182350974,0.045649251943901833
E63000288,Redcar,E12000001,North East,37865,38383,38930,1.0410593820271508,0.011312997728775552,0.021087887761262684
E63001323,Denton (Tameside),E12000002,North West,38609,38615,38751,1.1132519803040033,0.018574953521707297,0.02926163451810079
E63004154,Bicester,E12000008,South East,35850,38464,38552,1.0559197500989925,0.01945483883405168,0.0462785216693682
E63005505,Fleet,E12000008,South East,35959,37632,38490,1.227517745636975,0.015375994839758319,0.03450736594081208
E63004875,Canvey Island,E12000006,East of England,37479,38170,38328,1.0794007167220758,0.011696379087382228,0.025066968409384816
E63005293,"New Haw, West Byfleet and Sheerwater",E12000008,South East,35283,36565,38125,1.190605043835913,0.02543096599145028,0.043506347875461045
E63002115,Long Eaton,E12000004,East Midlands,37055,37760,38075,1.0951403148528405,0.01674856265724484,0.030163761705374253
E63001754,Sutton in Ashfield,E12000004,East Midlands,34067,37141,37773,1.0608856088560885,0.027104087931233433,0.04099112624206764
E63001167,Skelmersdale,E12000002,North West,36563,36523,37595,1.090909090909091,0.015593570650870104,0.0348041115355515
E63003308,Warwick,E12000005,West Midlands,30678,34073,37494,1.0798605998134787,0.016084848126770305,0.039428891370135284
E63002887,Rowley Regis,E12000005,West Midlands,32178,33882,37474,1.0985561833019462,0.016381195099006506,0.026178709882031352
E63006509,Locks Heath,E12000008,South East,33065,35196,37456,1.1384447854279067,0.025051631365939044,0.03660964835103772
