"LSOA21CD","BUA22CD"
"E01023624","E63004167"
"E01023625","E63004167"
"E01023627","E63004254"
"E01023634","E63003977"
"E01024133","E63005030"
"E01024242","E63005392"
"E01024345","E63005553"
"E01024346","E63005509"
"E01024077","E63005197"
"E01024347","E63005466"
"E01024350","E63005466"
"E01024196","E63005781"
"E01024200","E63005477"
"E01024201","E63005551"
"E01024204","E63005630"
"E01024206","E63005387"
"E01024207","E63005387"
"E01024234","E63005781"
"E01024035","E63005651"
"E01024042","E63005496"
"E01024043","E63005584"
"E01024053","E63005474"
"E01024054","E63005518"
"E01024057","E63005206"
"E01024172","E63005031"
"E01024362","E63005530"
"E01024377","E63005516"
"E01024379","E63005643"
"E01024387","E63999999"
"E01024392","E63005466"
"E01024085","E63005412"
"E01024087","E63005262"
"E01024110","E63005305"
"E01024113","E63005336"
"E01024300","E63005058"
"E01024332","E63005578"
"E01024335","E63005466"
"E01024419","E63005469"
"E01024420","E63005820"
"E01024439","E63005289"
"E01024451","E63005679"
"E01024452","E63005362"
"E01024455","E63999999"
"E01024456","E63005825"
"E01024458","E63005459"
"E01024484","E63005570"
"E01024490","E63005735"
"E01024622","E63005277"
"E01024549","E63999999"
"E01024525","E63005954"
"E01024544","E63005790"
"E01024545","E63005796"
"E01024548","E63006138"
"E01024550","E63005926"
"E01024554","E63005238"
"E01024555","E63999999"
"E01024556","E63999999"
"E01024746","E63999999"
"E01024754","E63005612"
"E01024565","E63999999"
"E01024566","E63005436"
"E01024792","E63005794"
"E01024793","E63005783"
"E01024803","E63005889"
"E01024804","E63005885"
"E01024806","E63005818"
"E01024921","E63000888"
"E01024923","E63001044"
"E01025026","E63000729"
"E01025027","E63000792"
"E01025054","E63000878"
"E01024870","E63000850"
"E01025077","E63000878"
"E01025132","E63999999"
"E01024977","E63000968"
"E01025080","E63000869"
"E01025199","E63000652"
"E01025204","E63000766"
"E01024998","E63000817"
"E01025146","E63000560"
"E01025167","E63999999"
"E01025171","E63000551"
"E01025095","E63000560"
"E01025102","E63000560"
"E01025106","E63000596"
"E01025107","E63999999"
"E01025265","E63000830"
"E01025279","E63000752"
"E01025393","E63000936"
"E01025395","E63000959"
"E01025412","E63000893"
"E01025424","E63000874"
"E01025281","E63000779"
"E01025495","E63001029"
"E01025513","E63001032"
"E01025514","E63001029"
"E01025515","E63001066"
"E01025531","E63000989"
"E01025538","E63001076"
"E01025598","E63000721"
"E01025609","E63000623"
"E01025626","E63002639"
"E01025288","E63000830"
"E01025359","E63001007"
"E01025384","E63000936"
"E01025687","E63002414"
"E01025456","E63000826"
"E01025471","E63001167"
"E01025479","E63001167"
"E01025547","E63000697"
"E01025561","E63000720"
"E01025575","E63000651"
"E01025585","E63000635"
"E01025589","E63000637"
"E01025320","E63999999"
"E01025323","E63000869"
"E01025324","E63000869"
"E01025730","E63002458"
"E01025738","E63002440"
"E01026065","E63001642"
"E01026068","E63001682"
"E01026070","E63001445"
"E01026071","E63001390"
"E01026076","E63001304"
"E01026082","E63001716"
"E01026099","E63001341"
"E01026102","E63001788"
"E01026105","E63001564"
"E01026107","E63001240"
"E01026109","E63001437"
"E01026111","E63001802"
"E01026113","E63001585"
"E01025769","E63002429"
"E01025777","E63002854"
"E01025784","E63002797"
"E01025788","E63002857"
"E01025789","E63002901"
"E01025797","E63002901"
"E01026014","E63001975"
"E01025808","E63002893"
"E01026016","E63002041"
"E01025909","E63002210"
"E01025809","E63002817"
"E01026017","E63002071"
"E01025963","E63002321"
"E01025964","E63002346"
"E01025966","E63002386"
"E01025969","E63002386"
"E01026009","E63001900"
"E01025911","E63002228"
"E01025810","E63999999"
"E01026018","E63002027"
"E01025913","E63002506"
"E01025815","E63002591"
"E01025923","E63002288"
"E01025938","E63002473"
"E01025941","E63002490"
"E01025944","E63002251"
"E01025950","E63002393"
"E01025953","E63002441"
"E01025955","E63002431"
"E01025873","E63002718"
"E01026033","E63002006"
"E01025881","E63002763"
"E01025882","E63002674"
"E01025884","E63002319"
"E01025887","E63002166"
"E01025890","E63002135"
"E01025837","E63002640"
"E01025891","E63002160"
"E01025892","E63002137"
"E01026044","E63001546"
"E01026045","E63001340"
"E01026055","E63999999"
"E01026056","E63001756"
"E01026057","E63999999"
"E01026059","E63001695"
"E01026060","E63001709"
"E01026436","E63002341"
"E01026437","E63002655"
"E01026440","E63002896"
"E01026441","E63002914"
"E01026443","E63002352"
"E01026444","E63002595"
"E01026453","E63999999"
"E01026456","E63002537"
"E01026462","E63002358"
"E01026464","E63002737"
"E01026479","E63002485"
"E01026484","E63002495"
"E01026330","E63002418"
"E01026338","E63002312"
"E01026355","E63001932"
"E01026363","E63002553"
"E01026365","E63002038"
"E01026373","E63001611"
"E01026485","E63999999"
"E01026221","E63002035"
"E01026276","E63002154"
"E01026117","E63001478"
"E01026227","E63001918"
"E01026245","E63002226"
"E01026246","E63002163"
"E01026248","E63002190"
"E01026254","E63002329"
"E01026259","E63002208"
"E01026191","E63001664"
"E01026280","E63002432"
"E01026193","E63001706"
"E01026281","E63002227"
"E01026385","E63001366"
"E01026493","E63002886"
"E01026282","E63002231"
"E01026501","E63002237"
"E01026504","E63002453"
"E01026524","E63002468"
"E01026525","E63999999"
"E01026388","E63001420"
"E01026391","E63001377"
"E01026392","E63001388"
"E01026394","E63001594"
"E01026198","E63001878"
"E01026283","E63002231"
"E01026285","E63002238"
"E01026201","E63002001"
"E01026403","E63001277"
"E01026304","E63002511"
"E01026207","E63001870"
"E01026208","E63001904"
"E01026410","E63001480"
"E01026411","E63001309"
"E01026210","E63001762"
"E01026414","E63001441"
"E01026416","E63001267"
"E01026419","E63002764"
"E01026609","E63002416"
"E01026628","E63002351"
"E01026636","E63002387"
"E01026903","E63002793"
"E01026904","E63002800"
"E01026538","E63002664"
"E01026539","E63002604"
"E01026558","E63002507"
"E01026694","E63002376"
"E01026642","E63002538"
"E01026643","E63002531"
"E01026651","E63002785"
"E01026695","E63002177"
"E01026656","E63002044"
"E01026675","E63002260"
"E01026679","E63002670"
"E01026681","E63001976"
"E01026914","E63002652"
"E01026920","E63002726"
"E01026929","E63002662"
"E01026703","E63002055"
"E01026930","E63002625"
"E01026872","E63002924"
"E01026873","E63002986"
"E01026874","E63002954"
"E01026876","E63002705"
"E01026877","E63002802"
"E01026878","E63002802"
"E01026880","E63002678"
"E01026883","E63002507"
"E01026885","E63002669"
"E01026886","E63002859"
"E01026893","E63002843"
"E01026894","E63002900"
"E01026899","E63002742"
"E01026761","E63002149"
"E01026766","E63001993"
"E01026935","E63002978"
"E01026767","E63999999"
"E01026769","E63002360"
"E01026780","E63002133"
"E01026781","E63001973"
"E01026782","E63002054"
"E01026783","E63002332"
"E01026784","E63002332"
"E01026786","E63002192"
"E01026788","E63002132"
"E01026789","E63999999"
"E01026790","E63999999"
"E01026943","E63002755"
"E01026947","E63002653"
"E01026948","E63002653"
"E01026713","E63002294"
"E01026716","E63002795"
"E01026717","E63002627"
"E01026718","E63002219"
"E01026719","E63002369"
"E01026721","E63002426"
"E01026724","E63002383"
"E01026727","E63002581"
"E01026728","E63002692"
"E01026729","E63002113"
"E01026733","E63002085"
"E01026737","E63002089"
"E01026739","E63001947"
"E01026740","E63002123"
"E01026741","E63001968"
"E01026994","E63003280"
"E01026998","E63003390"
"E01027002","E63003193"
"E01027296","E63003907"
"E01027297","E63003711"
"E01027298","E63003643"
"E01027304","E63003594"
"E01027305","E63003672"
"E01027306","E63003620"
"E01027308","E63003466"
"E01027250","E63003390"
"E01027261","E63003803"
"E01027262","E63003592"
"E01027273","E63003423"
"E01027274","E63003516"
"E01027277","E63003522"
"E01027338","E63003170"
"E01027129","E63002890"
"E01027021","E63003195"
"E01027202","E63003390"
"E01027031","E63003001"
"E01027050","E63002735"
"E01027066","E63003267"
"E01027090","E63002961"
"E01027091","E63003088"
"E01027353","E63003279"
"E01027355","E63003346"
"E01027366","E63000013"
"E01027370","E63000027"
"E01027373","E63000016"
"E01027380","E63999999"
"E01027381","E63000005"
"E01027382","E63000006"
"E01027384","E63000009"
"E01027444","E63000028"
"E01027447","E63999999"
"E01027450","E63000031"
"E01027472","E63000065"
"E01027473","E63000051"
"E01027477","E63999999"
"E01027480","E63999999"
"E01027483","E63000086"
"E01027484","E63000091"
"E01027652","E63000601"
"E01027666","E63000497"
"E01027667","E63000488"
"E01027756","E63000390"
"E01027703","E63999999"
"E01027758","E63999999"
"E01027600","E63000518"
"E01027704","E63000609"
"E01027759","E63000363"
"E01027601","E63000543"
"E01027557","E63999999"
"E01027558","E63000506"
"E01027562","E63000603"
"E01027569","E63000525"
"E01027573","E63000554"
"E01027585","E63000553"
"E01027592","E63000357"
"E01027593","E63000434"
"E01027761","E63000371"
"E01027503","E63000033"
"E01027504","E63000105"
"E01027762","E63999999"
"E01027505","E63999999"
"E01027603","E63000401"
"E01027763","E63000414"
"E01027764","E63999999"
"E01027508","E63000112"
"E01027604","E63000402"
"E01027681","E63000557"
"E01027682","E63000567"
"E01027684","E63000618"
"E01027686","E63000482"
"E01027687","E63000531"
"E01027688","E63000509"
"E01027693","E63000539"
"E01027695","E63000561"
"E01027696","E63000587"
"E01027701","E63999999"
"E01027510","E63999999"
"E01027511","E63999999"
"E01027512","E63999999"
"E01027724","E63000627"
"E01027734","E63999999"
"E01027735","E63000661"
"E01027736","E63000490"
"E01027737","E63000504"
"E01027742","E63999999"
"E01027744","E63999999"
"E01027751","E63999999"
"E01027752","E63999999"
"E01027771","E63000390"
"E01027773","E63999999"
"E01027775","E63000471"
"E01027613","E63000391"
"E01027617","E63999999"
"E01027622","E63000528"
"E01027626","E63000361"
"E01027627","E63000379"
"E01027628","E63000440"
"E01027633","E63000416"
"E01027634","E63000548"
"E01027635","E63000483"
"E01027636","E63000455"
"E01027637","E63000418"
"E01027642","E63000552"
"E01027643","E63999999"
"E01027646","E63000556"
"E01027647","E63999999"
"E01027776","E63000428"
"E01027777","E63999999"
"E01027778","E63999999"
"E01027779","E63999999"
"E01027780","E63000431"
"E01027797","E63000594"
"E01027798","E63000478"
"E01027799","E63000559"
"E01027800","E63000465"
"E01027802","E63000442"
"E01027803","E63000513"
"E01027813","E63000364"
"E01027822","E63999999"
"E01027833","E63000477"
"E01027840","E63000319"
"E01027841","E63999999"
"E01027849","E63000425"
"E01027857","E63000404"
"E01028023","E63001369"
"E01028027","E63001361"
"E01028031","E63001332"
"E01028033","E63001492"
"E01028035","E63001449"
"E01028036","E63001442"
"E01028039","E63001571"
"E01027923","E63000909"
"E01027924","E63000974"
"E01028189","E63001836"
"E01027875","E63000654"
"E01028087","E63002057"
"E01028106","E63001928"
"E01027882","E63000835"
"E01028213","E63001897"
"E01027999","E63001382"
"E01028006","E63001598"
"E01027948","E63001795"
"E01028172","E63001982"
"E01027889","E63000935"
"E01027891","E63000905"
"E01027897","E63000794"
"E01027902","E63000744"
"E01027904","E63000743"
"E01028263","E63001740"
"E01028571","E63004458"
"E01028283","E63001708"
"E01028598","E63004615"
"E01028388","E63002206"
"E01028336","E63999999"
"E01028606","E63004725"
"E01028611","E63004865"
"E01028612","E63004853"
"E01028638","E63004414"
"E01028639","E63004470"
"E01028640","E63004550"
"E01028641","E63004550"
"E01028642","E63004945"
"E01028643","E63004945"
"E01028337","E63001752"
"E01028647","E63004587"
"E01028649","E63004841"
"E01028657","E63004458"
"E01028497","E63004244"
"E01028402","E63002169"
"E01028409","E63999999"
"E01028410","E63002205"
"E01028411","E63001998"
"E01028415","E63001991"
"E01028420","E63999999"
"E01028421","E63002220"
"E01028434","E63003818"
"E01028500","E63004276"
"E01028501","E63004364"
"E01028506","E63004039"
"E01028507","E63004044"
"E01028508","E63003778"
"E01028474","E63003917"
"E01028477","E63004065"
"E01028479","E63003681"
"E01028480","E63003681"
"E01028482","E63003978"
"E01028483","E63004094"
"E01028484","E63004045"
"E01028486","E63003961"
"E01028348","E63001829"
"E01028349","E63001729"
"E01028525","E63004458"
"E01028309","E63001825"
"E01028371","E63002012"
"E01028312","E63001680"
"E01028317","E63001635"
"E01028329","E63001809"
"E01028330","E63001917"
"E01028331","E63001892"
"E01028332","E63001937"
"E01028711","E63004504"
"E01028720","E63004818"
"E01028726","E63004732"
"E01028730","E63004795"
"E01028658","E63004694"
"E01028737","E63004622"
"E01028871","E63002179"
"E01028820","E63004405"
"E01028762","E63004502"
"E01028872","E63002103"
"E01028882","E63999999"
"E01028888","E63999999"
"E01028893","E63002040"
"E01028978","E63002520"
"E01028898","E63999999"
"E01028899","E63002029"
"E01028910","E63002114"
"E01028913","E63999999"
"E01028914","E63002264"
"E01028922","E63999999"
"E01028979","E63002428"
"E01028980","E63002624"
"E01028659","E63004928"
"E01028990","E63999999"
"E01028925","E63002050"
"E01028927","E63002134"
"E01028929","E63002444"
"E01028993","E63999999"
"E01029052","E63005615"
"E01029053","E63005614"
"E01029056","E63005673"
"E01029057","E63005561"
"E01029058","E63005699"
"E01029059","E63005807"
"E01029068","E63005572"
"E01029077","E63005920"
"E01029086","E63005483"
"E01029089","E63005534"
"E01028996","E63003188"
"E01028828","E63002820"
"E01028672","E63004471"
"E01029003","E63002983"
"E01029005","E63999999"
"E01029016","E63999999"
"E01029018","E63005602"
"E01029019","E63005977"
"E01029020","E63005661"
"E01029021","E63005661"
"E01028843","E63999999"
"E01028846","E63999999"
"E01028847","E63999999"
"E01028850","E63002814"
"E01028851","E63002694"
"E01028858","E63999999"
"E01028859","E63002781"
"E01028862","E63002234"
"E01028863","E63002165"
"E01028869","E63002221"
"E01028870","E63999999"
"E01028793","E63004308"
"E01028795","E63004056"
"E01028796","E63004129"
"E01028797","E63004120"
"E01028804","E63004270"
"E01028678","E63004833"
"E01028679","E63004686"
"E01028950","E63002584"
"E01028954","E63002582"
"E01028960","E63999999"
"E01028969","E63002325"
"E01028970","E63999999"
"E01028976","E63002588"
"E01029197","E63006199"
"E01029199","E63006180"
"E01029203","E63006196"
"E01029208","E63006356"
"E01029209","E63006356"
"E01029211","E63006124"
"E01029212","E63006381"
"E01029214","E63006284"
"E01029217","E63006318"
"E01029221","E63005955"
"E01029222","E63006030"
"E01029223","E63006136"
"E01029230","E63006517"
"E01029261","E63006298"
"E01029262","E63006208"
"E01029268","E63006088"
"E01029269","E63006234"
"E01029270","E63006215"
"E01029275","E63006169"
"E01029278","E63006058"
"E01029279","E63006098"
"E01029147","E63005642"
"E01029148","E63005642"
"E01029149","E63005640"
"E01029150","E63005844"
"E01029411","E63002157"
"E01029122","E63005842"
"E01029125","E63005904"
"E01029128","E63005507"
"E01029136","E63005692"
"E01029137","E63005892"
"E01029144","E63006028"
"E01029151","E63005836"
"E01029463","E63002256"
"E01029155","E63006192"
"E01029163","E63006300"
"E01029164","E63006164"
"E01029165","E63006161"
"E01029166","E63006102"
"E01029180","E63006390"
"E01029196","E63006293"
"E01029473","E63999999"
"E01029488","E63002689"
"E01029505","E63002556"
"E01029321","E63006094"
"E01029325","E63005736"
"E01029327","E63005906"
"E01029419","E63002256"
"E01029422","E63002019"
"E01029424","E63002175"
"E01029425","E63002145"
"E01029440","E63002256"
"E01029452","E63002256"
"E01029334","E63005798"
"E01029335","E63999999"
"E01029338","E63005875"
"E01029342","E63005851"
"E01029389","E63002477"
"E01029398","E63002460"
"E01029399","E63002477"
"E01029405","E63002104"
"E01029406","E63999999"
"E01029733","E63002084"
"E01029748","E63001958"
"E01029749","E63002034"
"E01029769","E63001780"
"E01029871","E63003934"
"E01029571","E63002066"
"E01029582","E63001783"
"E01029587","E63001813"
"E01029667","E63002796"
"E01029514","E63002731"
"E01029515","E63002410"
"E01029516","E63002459"
"E01029670","E63002521"
"E01029517","E63002497"
"E01029875","E63003820"
"E01029621","E63002477"
"E01029876","E63003612"
"E01029877","E63003765"
"E01029673","E63002821"
"E01029636","E63002580"
"E01029639","E63002573"
"E01029645","E63002807"
"E01029647","E63002449"
"E01029651","E63002950"
"E01029652","E63002923"
"E01029665","E63002696"
"E01029681","E63002033"
"E01029880","E63003950"
"E01029688","E63002344"
"E01029881","E63003509"
"E01029883","E63003926"
"E01029778","E63001962"
"E01029696","E63999999"
"E01029697","E63999999"
"E01029703","E63002039"
"E01029708","E63002217"
"E01029902","E63003852"
"E01029906","E63003943"
"E01029907","E63003659"
"E01029911","E63003690"
"E01029788","E63002013"
"E01029789","E63999999"
"E01029794","E63001842"
"E01029795","E63001916"
"E01029797","E63999999"
"E01029801","E63001874"
"E01029802","E63001767"
"E01029813","E63001826"
"E01029817","E63999999"
"E01030146","E63003124"
"E01030150","E63003453"
"E01030151","E63003709"
"E01030154","E63003432"
"E01030176","E63003304"
"E01030186","E63003358"
"E01030193","E63003623"
"E01030197","E63003736"
"E01029922","E63003721"
"E01030198","E63003790"
"E01030088","E63003207"
"E01030039","E63003212"
"E01030041","E63003635"
"E01030046","E63003570"
"E01030049","E63003287"
"E01030053","E63003034"
"E01030057","E63003515"
"E01030058","E63003051"
"E01030063","E63003439"
"E01030064","E63003110"
"E01030065","E63003420"
"E01030066","E63003072"
"E01030068","E63003174"
"E01030069","E63003519"
"E01030083","E63003491"
"E01030199","E63003603"
"E01030200","E63003493"
"E01030253","E63002910"
"E01030285","E63002979"
"E01030286","E63999999"
"E01030293","E63002861"
"E01030295","E63002964"
"E01030201","E63003209"
"E01030090","E63003225"
"E01030094","E63003004"
"E01030096","E63003045"
"E01030097","E63003005"
"E01030099","E63003684"
"E01030100","E63003451"
"E01030119","E63003366"
"E01030122","E63003676"
"E01030132","E63003084"
"E01030133","E63003255"
"E01030138","E63999999"
"E01030212","E63003441"
"E01029941","E63003316"
"E01029945","E63003115"
"E01030221","E63003591"
"E01030222","E63003215"
"E01030346","E63005288"
"E01030229","E63003007"
"E01029957","E63003312"
"E01030440","E63005520"
"E01030556","E63005610"
"E01030557","E63005799"
"E01030662","E63005293"
"E01030663","E63005100"
"E01030721","E63005128"
"E01030730","E63005177"
"E01030734","E63005105"
"E01030709","E63005037"
"E01030465","E63005559"
"E01030471","E63005644"
"E01030472","E63005702"
"E01030478","E63005676"
"E01030490","E63005653"
"E01030491","E63005641"
"E01030492","E63005723"
"E01030501","E63005577"
"E01030502","E63005558"
"E01030655","E63005194"
"E01030528","E63005768"
"E01030530","E63005725"
"E01030531","E63005793"
"E01030544","E63005610"
"E01030658","E63005138"
"E01030572","E63005598"
"E01030592","E63005443"
"E01030964","E63005413"
"E01030929","E63005985"
"E01030932","E63005985"
"E01030941","E63005802"
"E01030942","E63005879"
"E01030944","E63005413"
"E01030867","E63999999"
"E01030877","E63005747"
"E01030879","E63005877"
"E01030908","E63005732"
"E01030816","E63005751"
"E01031149","E63003194"
"E01031024","E63002824"
"E01031028","E63999999"
"E01031159","E63002937"
"E01031160","E63003003"
"E01030987","E63005471"
"E01030832","E63005522"
"E01031166","E63003247"
"E01031050","E63002870"
"E01031065","E63002915"
"E01030852","E63005384"
"E01030856","E63005384"
"E01031007","E63002863"
"E01031188","E63003502"
"E01031189","E63003578"
"E01031193","E63003859"
"E01031194","E63003560"
"E01031197","E63003458"
"E01031199","E63003402"
"E01031208","E63003447"
"E01031213","E63003362"
"E01031218","E63003496"
"E01031243","E63003105"
"E01031244","E63003185"
"E01031245","E63003755"
"E01031247","E63003701"
"E01031283","E63003245"
"E01031317","E63003308"
"E01031328","E63003344"
"E01031252","E63003437"
"E01031498","E63006201"
"E01031506","E63006490"
"E01031507","E63999999"
"E01031508","E63006269"
"E01031520","E63006163"
"E01031521","E63006100"
"E01031529","E63006653"
"E01031390","E63006510"
"E01031554","E63005907"
"E01031391","E63006510"
"E01031254","E63003056"
"E01031465","E63006495"
"E01031397","E63006540"
"E01031280","E63003140"
"E01031281","E63003171"
"E01031282","E63003171"
"E01031477","E63006409"
"E01031478","E63006302"
"E01031479","E63006351"
"E01031426","E63006479"
"E01031766","E63005984"
"E01031770","E63006330"
"E01031771","E63006297"
"E01031611","E63006150"
"E01031618","E63006398"
"E01031625","E63006326"
"E01031626","E63006365"
"E01031628","E63006365"
"E01031866","E63005326"
"E01031632","E63006216"
"E01031871","E63005351"
"E01031873","E63004968"
"E01031877","E63005271"
"E01031882","E63005475"
"E01031884","E63004994"
"E01031885","E63004726"
"E01031894","E63004837"
"E01031904","E63005089"
"E01031912","E63005045"
"E01031660","E63006075"
"E01031661","E63006075"
"E01031639","E63006026"
"E01031663","E63006285"
"E01031931","E63005109"
"E01031664","E63006285"
"E01031937","E63999999"
"E01031940","E63004979"
"E01031942","E63005148"
"E01031944","E63004959"
"E01031950","E63999999"
"E01031951","E63004910"
"E01031955","E63004811"
"E01031957","E63004870"
"E01031960","E63004899"
"E01031961","E63004972"
"E01031971","E63006114"
"E01031972","E63006184"
"E01031991","E63999999"
"E01031992","E63006248"
"E01031995","E63006231"
"E01032000","E63006101"
"E01032007","E63006038"
"E01032010","E63005989"
"E01032013","E63005961"
"E01032027","E63005891"
"E01031842","E63005423"
"E01031845","E63005215"
"E01031846","E63005278"
"E01031848","E63005419"
"E01031858","E63005510"
"E01031674","E63005971"
"E01031723","E63005848"
"E01031727","E63006159"
"E01031695","E63005876"
"E01031697","E63006190"
"E01031698","E63006334"
"E01032031","E63006071"
"E01032033","E63005935"
"E01032034","E63005957"
"E01032036","E63006002"
"E01032038","E63006020"
"E01032041","E63005975"
"E01032051","E63005635"
"E01032052","E63005583"
"E01032057","E63005253"
"E01032059","E63005230"
"E01032060","E63005329"
"E01032070","E63005301"
"E01032075","E63005828"
"E01032076","E63005763"
"E01032193","E63003229"
"E01032198","E63999999"
"E01032199","E63003400"
"E01032205","E63003695"
"E01032212","E63003371"
"E01032213","E63003231"
"E01032216","E63003825"
"E01032223","E63003271"
"E01032226","E63003268"
"E01032228","E63003268"
"E01032237","E63003268"
"E01032081","E63999999"
"E01032122","E63003090"
"E01032123","E63003201"
"E01032401","E63003350"
"E01032134","E63002904"
"E01032136","E63003012"
"E01032403","E63003490"
"E01032410","E63003667"
"E01032411","E63003639"
"E01032414","E63003677"
"E01032417","E63003517"
"E01032351","E63003873"
"E01032352","E63003806"
"E01032179","E63999999"
"E01032180","E63003584"
"E01032181","E63999999"
"E01032251","E63003268"
"E01032276","E63003268"
"E01032355","E63003632"
"E01032334","E63003490"
"E01032345","E63003477"
"E01032346","E63003477"
"E01032431","E63999999"
"E01032432","E63003019"
"E01032437","E63003049"
"E01032371","E63003350"
"E01032372","E63003763"
"E01032373","E63003807"
"E01032375","E63003768"
"E01032382","E63003730"
"E01032383","E63003691"
"E01032390","E63003680"
"E01032392","E63003404"
"E01032394","E63003574"
"E01032395","E63003335"
"E01032680","E63005071"
"E01032692","E63005312"
"E01032696","E63005634"
"E01032503","E63000690"
"E01032613","E63001911"
"E01032620","E63005376"
"E01032622","E63001927"
"E01032625","E63005939"
"E01032628","E63006706"
"E01032461","E63003157"
"E01032485","E63001030"
"E01032814","E63005776"
"E01032648","E63000067"
"E01032905","E63001365"
"E01032924","E63001258"
"E01032819","E63005776"
"E01032831","E63006589"
"E01033205","E63000183"
"E01033243","E63003210"
"E01033056","E63004165"
"E01033378","E63001845"
"E01033281","E63000936"
"E01033289","E63006822"
"E01033060","E63003192"
"E01033027","E63004113"
"E01033029","E63004521"
"E01033042","E63002371"
"E01032938","E63003955"
"E01033446","E63003562"
"E01033072","E63000580"
"E01033078","E63005299"
"E01033116","E63003444"
"E01033118","E63003414"
"E01032982","E63003390"
"E01032992","E63001677"
"E01033460","E63004312"
"E01033769","E63001550"
"E01033821","E63003795"
"E01033832","E63004105"
"E01033955","E63004313"
"E01033480","E63000274"
"E01033497","E63003960"
"E01033519","E63003858"
"E01033523","E63003858"
"E01033530","E63999999"
"E01033717","E63000015"
"E01033966","E63004347"
"E01033970","E63999999"
"E01033971","E63004642"
"E01033979","E63001242"
"E01034011","E63002622"
"E01034050","E63002259"
"E01034268","E63000934"
"E01034196","E63004986"
"E01034063","E63006613"
"E01034074","E63000133"
"E01034075","E63000292"
"E01034076","E63000338"
"E01034102","E63002443"
"E01034106","E63002549"
"E01034249","E63001424"
"E01034254","E63001996"
"E01034340","E63000984"
"E01034346","E63000779"
"E01034350","E63000947"
"E01034299","E63006432"
"E01034300","E63006432"
"E01034302","E63006464"
"E01034468","E63003858"
"E01034498","E63000190"
"E01034506","E63000244"
"E01034370","E63004978"
"E01034662","E63001715"
"E01034664","E63999999"
"E01034667","E63001699"
"E01034668","E63999999"
"E01034673","E63999999"
"E01034675","E63001818"
"E01034677","E63001845"
"E01034683","E63001952"
"E01034695","E63001944"
"E01034707","E63001597"
"E01034708","E63005371"
"E01034709","E63005538"
"E01034522","E63004952"
"E01034523","E63005045"
"E01034531","E63005337"
"E01034564","E63003027"
"E01034722","E63005931"
"E01034732","E63006440"
"E01034733","E63006456"
"E01034740","E63003006"
"E01034751","E63004298"
"E01034756","E63000764"
"E01034575","E63003758"
"E01034435","E63003057"
"E01034441","E63003318"
"E01034447","E63003735"
"E01034449","E63003858"
"E01034538","E63005312"
"E01034540","E63005431"
"E01034541","E63005385"
"E01034543","E63005719"
"E01034619","E63006668"
"E01034622","E63006677"
"E01034623","E63006691"
"E01034625","E63999999"
"E01034634","E63006748"
"E01034636","E63006416"
"E01034642","E63006634"
"E01034661","E63999999"
"E01034775","E63002000"
"E01034776","E63002032"
"E01034782","E63003982"
"E01034790","E63004786"
"E01034800","E63004343"
"E01034805","E63004177"
"E01034806","E63004249"
"E01034965","E63000390"
"E01034973","E63000372"
"E01034988","E63005855"
"E01034989","E63005776"
"E01035002","E63005255"
"E01035004","E63005290"
"E01035107","E63005605"
"E01035057","E63002138"
"E01035108","E63005646"
"E01034817","E63006564"
"E01035058","E63002158"
"E01035011","E63005404"
"E01035025","E63003162"
"E01035026","E63003068"
"E01035034","E63003630"
"E01035052","E63000886"
"E01035053","E63000886"
"E01035067","E63999999"
"E01034822","E63006618"
"E01034841","E63001464"
"E01034852","E63006893"
"E01035069","E63002462"
"E01035071","E63002883"
"E01035072","E63999999"
"E01035098","E63002183"
"E01035182","E63004186"
"E01034945","E63002904"
"E01035153","E63002507"
"E01035209","E63999999"
"E01035212","E63005002"
"E01035234","E63005097"
"E01035236","E63005087"
"E01035255","E63004461"
"E01035513","E63003443"
"E01035459","E63005660"
"E01035312","E63005525"
"E01035429","E63003230"
"E01035441","E63006399"
"E01035452","E63006226"
"E01035454","E63005594"
"E01035379","K08000001"
"E01035318","E63005149"
"E01035321","E63006308"
"E01035326","E63006541"
"E01035328","E63005907"
"E01035331","E63005899"
"E01035351","E63006170"
"E01035301","E63005052"
"E01035602","E63004551"
"E01035723","E63003797"
"E01035733","E63004154"
"E01035748","E63004789"
"E01035751","E63004838"
"E01035752","E63004866"
"E01035759","E63004750"
"E01035634","E63000050"
"E01035637","E63999999"
