BUA22CD,BUA22NM,RGN22CD,RGN22NM,bua_01_pop,bua_11_pop,bua_21_pop,geographic_constraint,bua_perm_rate_01_11,bua_perm_rate_01_21
E63002941,Halesowen,E12000005,West Midlands,55591,57897,59862,1.0880112917928662,0.005045413057172189,0.00906095107305424
E63005058,Gravesend,E12000008,South East,53242,56784,59797,1.0271158586688578,0.009109636158536712,0.014231889486737492
E63005482,Farnborough,E12000008,South East,57147,57486,59577,1.0933483053101267,0.005730263131211468,0.011322830475536155
E63000425,Scarborough,E12000003,Yorkshire and The Humber,56889,59532,59345,1.0700608245100247,0.010300404278778265,0.01847302551405304
E63002889,Smethwick,E12000005,West Midlands,47066,53967,58997,1.0216787458893393,0.004118700482035922,0.0072077258435628636
E63001464,Bebington,E12000002,North West,58014,59229,58469,1.074964639321075,0.004893777331483673,0.009268565915386448
E63002944,Stourbridge,E12000005,West Midlands,56256,57187,58064,1.0536507574894634,0.005045413057172189,0.00906095107305424
E63003049,Kidderminster,E12000005,West Midlands,57302,57375,57400,1.1095621497055392,0.008699542340441922,0.0148886160431827
E63004713,Brentwood,E12000006,East of England,52849,56597,56989,1.0977292685986701,0.0074302514260743725,0.01913466652962391
E63000521,Barrow-in-Furness,E12000002,North West,59181,56745,55503,1.0951103323659859,0.006487913309252569,0.009627674353987219
E63005410,Canterbury,E12000008,South East,47961,55212,55420,1.0869959056487555,0.014004039965730382,0.025355745033164945
E63001310,Bootle (Sefton),E12000002,North West,57093,52065,55196,1.0338166879778001,0.004527465629717853,0.007924814259127463
E63005238,Sittingbourne,E12000008,South East,50017,55505,55141,1.0784666165560965,0.009682237758073288,0.017005002750180766
E63006804,Weymouth,E12000009,South West,52362,53830,54945,1.0927468925010244,0,0.0037283241703914257
E63003230,Wellingborough,E12000004,East Midlands,49368,51568,54719,1.0697960903815606,0.004918036429223089,0.008070087273222698
E63001982,Carlton (Gedling),E12000004,East Midlands,51715,52572,53917,1.037135202097318,0.009571774893323911,0.01643303783087479
E63004300,Clacton-on-Sea,E12000006,East of England,51284,50548,53219,1.023410515543047,0.011209839828495946,0.025039880466872146
E63001591,Macclesfield,E12000002,North West,51061,53197,53156,1.074278698588091,0.0023373630724235787,0.014032526159800128
E63000560,Lancaster,E12000002,North West,47819,48850,53148,1.0741138560687433,0.003849465537069461,0.009420858998275359
E63002057,Beeston (Broxtowe),E12000004,East Midlands,50638,52005,52891,1.0655301012253595,0.005243097517895324,0.010486195035790648
E63003818,Banbury,E12000008,South East,46874,49610,52736,1.0470207500475919,0.010743106518032742,0.022351932914104925
E63006890,Torquay,E12000009,South West,48608,50553,52628,1.108759197661526,0.015560513306872012,0.021763640043622152
E63005914,Folkestone,E12000008,South East,46051,51337,52276,1.1066920283589832,0.012866091200813614,0.021691760422624697
E63002672,Bloxwich,E12000005,West Midlands,48441,48658,51935,1.0541480726659405,0.004696489768758515,0.008367085177730079
E63000124,Washington,E12000001,North East,55382,54284,51877,1.1182719755157295,0.003674532377396024,0.00652388186006012
E63004349,Welwyn Garden City,E12000006,East of England,47054,50584,51386,1.1039050641644819,0.005525616783362133,0.011958001449122155
E63002884,Kingswinford,E12000005,West Midlands,50899,50404,51375,1.0902327967677805,0.005045413057172189,0.00906095107305424
E63004808,Thundersley and South Benfleet,E12000006,East of England,49129,49841,51260,1.144410271082183,0.006604470718640311,0.01322048771476076
E63005846,Royal Tunbridge Wells,E12000008,South East,43216,50810,51196,1.1121703209405784,0.010106153924087776,0.02573167628129317
E63005181,Wokingham,E12000008,South East,43563,44139,51145,1.1244377811094453,0.008577548137075895,0.014293835667380107
E63006272,Eastleigh,E12000008,South East,44435,49172,50785,1.119012381330542,0.007778913482757172,0.012675244203114767
E63000190,Durham,E12000001,North East,46241,49922,50729,1.165752774059842,0.0016529757496477075,0.007614007144535719
E63002801,Hinckley,E12000004,East Midlands,44560,46660,50715,1.0296540362438222,0.010988844015765165,0.02222123510634782
E63006026,Horsham,E12000008,South East,47792,51162,50687,1.0823242914158155,0.011842284730627298,0.022465732023921926
E63000713,Keighley,E12000003,Yorkshire and The Humber,45084,49404,50540,1.0989413531631196,0.009149091885402022,0.01565380379840801
E63001273,Crosby (Sefton),E12000002,North West,51940,50307,50506,1.0626024652377193,0.004527465629717853,0.007924814259127463
E63006342,Yeovil,E12000009,South West,46163,50202,50246,1.0323912762937153,0.01729767101218864,0.03516956534406575
E63006696,"Christchurch (Bournemouth, Christchurch and Poole)",E12000009,South West,46191,49177,50137,1.1135457451776285,0,0.0026690503708001524
E63006064,Winchester,E12000008,South East,42864,46580,49974,1.1063212909624995,0.013178334278835815,0.022614672404421957
E63002699,Willenhall,E12000005,West Midlands,45240,47909,49925,1.0666287420891702,0.004696489768758515,0.008367085177730079
E63003278,Royal Leamington Spa,E12000005,West Midlands,46048,48725,49474,1.0363387156085984,0.006800719635546589,0.014533672749224284
E63005912,Bridgwater,E12000009,South West,44167,46845,49431,1.041268959772309,0.01482156722757934,0.02733698151240595
E63001395,Altrincham,E12000002,North West,40376,46138,49332,1.0347999386785223,0.004426617606122275,0.00959652822204262
E63001268,Ashton-under-Lyne,E12000002,North West,44566,46673,48914,1.0833022039596563,0.004970043745837745,0.008650865617755172
